Iteration,Row,Col,Value,Policy
52,5,9,3.851,DOWN
52,6,0,-4.037598674290001,DOWN
52,6,1,-3.3751096381,DOWN
52,6,2,-2.639010709,RIGHT
52,6,3,-1.82112301,DOWN
52,6,4,-0.9123588999999999,DOWN
52,6,5,0.0973790000000001,DOWN
52,6,6,1.2193100000000001,DOWN
52,6,8,3.851,DOWN
52,6,9,5.39,DOWN
52,7,0,-3.3751096381,DOWN
52,7,1,-2.639010709,DOWN
52,7,3,-0.9123588999999999,DOWN
52,7,4,0.0973790000000001,DOWN
52,7,5,1.2193100000000001,DOWN
52,7,6,2.4659,DOWN
52,7,7,3.851,DOWN
52,7,8,5.39,DOWN
52,7,9,7.1,DOWN
52,8,0,-2.639010709,DOWN
52,8,1,-1.82112301,DOWN
52,8,2,-0.9123588999999999,DOWN
52,8,3,0.0973790000000001,DOWN
52,8,4,1.2193100000000001,DOWN
52,8,5,2.4659,DOWN
52,8,6,3.851,DOWN
52,8,7,5.39,DOWN
52,8,8,7.1,DOWN
52,8,9,9.0,DOWN
52,9,0,-1.82112301,RIGHT
52,9,1,-0.9123588999999999,RIGHT
52,9,2,0.0973790000000001,RIGHT
52,9,3,1.2193100000000001,RIGHT
52,9,4,2.4659,RIGHT
52,9,5,3.851,RIGHT
52,9,6,5.39,RIGHT
52,9,7,7.1,RIGHT
52,9,8,9.0,RIGHT
53,0,0,-6.8313354770633525,DOWN
53,0,1,-6.479261641181503,DOWN
53,0,2,-6.088068490201669,DOWN
53,0,3,-5.65340943355741,DOWN
53,0,4,-5.170454926174901,DOWN
53,0,6,-4.037598674290001,DOWN
53,0,7,-3.3751096381,DOWN
53,0,8,-2.639010709,DOWN
53,0,9,-1.82112301,DOWN
53,1,0,-6.479261641181503,DOWN
53,1,1,-6.088068490201669,DOWN
53,1,2,-5.65340943355741,DOWN
53,1,3,-5.170454926174901,DOWN
53,1,4,-4.633838806861,DOWN
53,1,6,-3.3751096381,DOWN
53,1,7,-2.639010709,DOWN
53,1,8,-1.82112301,DOWN
53,1,9,-0.9123588999999999,DOWN
53,2,0,-6.088068490201669,RIGHT
53,2,1,-5.65340943355741,RIGHT
53,2,2,-5.170454926174901,RIGHT
53,2,3,-4.633838806861,RIGHT
53,2,4,-4.037598674290001,RIGHT
53,2,5,-3.3751096381,DOWN
53,2,6,-2.639010709,DOWN
53,2,7,-1.82112301,DOWN
53,2,8,-0.9123588999999999,DOWN
53,2,9,0.0973790000000001,DOWN
53,3,0,-6.479261641181503,UP
53,3,1,-6.088068490201669,UP
53,3,2,-5.65340943355741,UP
53,3,5,-2.639010709,DOWN
53,3,6,-1.82112301,DOWN
53,3,7,-0.9123588999999999,DOWN
53,3,8,0.0973790000000001,DOWN
53,3,9,1.2193100000000001,DOWN
53,4,0,-6.8313354770633525,UP
53,4,1,-6.479261641181503,UP
53,4,2,-6.088068490201669,UP
53,4,4,-2.639010709,RIGHT
53,4,5,-1.82112301,RIGHT
53,4,6,-0.9123588999999999,DOWN
53,4,7,0.0973790000000001,DOWN
53,4,8,1.2193100000000001,DOWN
53,4,9,2.4659,DOWN
53,5,6,0.0973790000000001,DOWN
53,5,7,1.2193100000000001,RIGHT
53,5,8,2.4659,DOWN
53,5,9,3.851,DOWN
53,6,0,-4.037598674290001,DOWN
53,6,1,-3.3751096381,DOWN
53,6,2,-2.639010709,RIGHT
53,6,3,-1.82112301,DOWN
53,6,4,-0.9123588999999999,DOWN
53,6,5,0.0973790000000001,DOWN
53,6,6,1.2193100000000001,DOWN
53,6,8,3.851,DOWN
53,6,9,5.39,DOWN
53,7,0,-3.3751096381,DOWN
53,7,1,-2.639010709,DOWN
53,7,3,-0.9123588999999999,DOWN
53,7,4,0.0973790000000001,DOWN
53,7,5,1.2193100000000001,DOWN
53,7,6,2.4659,DOWN
53,7,7,3.851,DOWN
53,7,8,5.39,DOWN
53,7,9,7.1,DOWN
53,8,0,-2.639010709,DOWN
53,8,1,-1.82112301,DOWN
53,8,2,-0.9123588999999999,DOWN
53,8,3,0.0973790000000001,DOWN
53,8,4,1.2193100000000001,DOWN
53,8,5,2.4659,DOWN
53,8,6,3.851,DOWN
53,8,7,5.39,DOWN
53,8,8,7.1,DOWN
53,8,9,9.0,DOWN
53,9,0,-1.82112301,RIGHT
53,9,1,-0.9123588999999999,RIGHT
53,9,2,0.0973790000000001,RIGHT
53,9,3,1.2193100000000001,RIGHT
53,9,4,2.4659,RIGHT
53,9,5,3.851,RIGHT
53,9,6,5.39,RIGHT
53,9,7,7.1,RIGHT
53,9,8,9.0,RIGHT
54,0,0,-6.8313354770633525,DOWN
54,0,1,-6.479261641181503,DOWN
54,0,2,-6.088068490201669,DOWN
54,0,3,-5.65340943355741,DOWN
54,0,4,-5.170454926174901,DOWN
54,0,6,-4.037598674290001,DOWN
54,0,7,-3.3751096381,DOWN
54,0,8,-2.639010709,DOWN
54,0,9,-1.82112301,DOWN
54,1,0,-6.479261641181503,DOWN
54,1,1,-6.088068490201669,DOWN
54,1,2,-5.65340943355741,DOWN
54,1,3,-5.170454926174901,DOWN
54,1,4,-4.633838806861,DOWN
54,1,6,-3.3751096381,DOWN
54,1,7,-2.639010709,DOWN
54,1,8,-1.82112301,DOWN
54,1,9,-0.9123588999999999,DOWN
54,2,0,-6.088068490201669,RIGHT
54,2,1,-5.65340943355741,RIGHT
54,2,2,-5.170454926174901,RIGHT
54,2,3,-4.633838806861,RIGHT
54,2,4,-4.037598674290001,RIGHT
54,2,5,-3.3751096381,DOWN
54,2,6,-2.639010709,DOWN
54,2,7,-1.82112301,DOWN
54,2,8,-0.9123588999999999,DOWN
54,2,9,0.0973790000000001,DOWN
54,3,0,-6.479261641181503,UP
54,3,1,-6.088068490201669,UP
54,3,2,-5.65340943355741,UP
54,3,5,-2.639010709,DOWN
54,3,6,-1.82112301,DOWN
54,3,7,-0.9123588999999999,DOWN
54,3,8,0.0973790000000001,DOWN
54,3,9,1.2193100000000001,DOWN
54,4,0,-6.8313354770633525,UP
54,4,1,-6.479261641181503,UP
54,4,2,-6.088068490201669,UP
54,4,4,-2.639010709,RIGHT
54,4,5,-1.82112301,RIGHT
54,4,6,-0.9123588999999999,DOWN
54,4,7,0.0973790000000001,DOWN
54,4,8,1.2193100000000001,DOWN
54,4,9,2.4659,DOWN
54,5,6,0.0973790000000001,DOWN
54,5,7,1.2193100000000001,RIGHT
54,5,8,2.4659,DOWN
54,5,9,3.851,DOWN
54,6,0,-4.037598674290001,DOWN
54,6,1,-3.3751096381,DOWN
54,6,2,-2.639010709,RIGHT
54,6,3,-1.82112301,DOWN
54,6,4,-0.9123588999999999,DOWN
54,6,5,0.0973790000000001,DOWN
54,6,6,1.2193100000000001,DOWN
54,6,8,3.851,DOWN
54,6,9,5.39,DOWN
54,7,0,-3.3751096381,DOWN
54,7,1,-2.639010709,DOWN
54,7,3,-0.9123588999999999,DOWN
54,7,4,0.0973790000000001,DOWN
54,7,5,1.2193100000000001,DOWN
54,7,6,2.4659,DOWN
54,7,7,3.851,DOWN
54,7,8,5.39,DOWN
54,7,9,7.1,DOWN
54,8,0,-2.639010709,DOWN
54,8,1,-1.82112301,DOWN
54,8,2,-0.9123588999999999,DOWN
54,8,3,0.0973790000000001,DOWN
54,8,4,1.2193100000000001,DOWN
54,8,5,2.4659,DOWN
54,8,6,3.851,DOWN
54,8,7,5.39,DOWN
54,8,8,7.1,DOWN
54,8,9,9.0,DOWN
54,9,0,-1.82112301,RIGHT
54,9,1,-0.9123588999999999,RIGHT
54,9,2,0.0973790000000001,RIGHT
54,9,3,1.2193100000000001,RIGHT
54,9,4,2.4659,RIGHT
54,9,5,3.851,RIGHT
54,9,6,5.39,RIGHT
54,9,7,7.1,RIGHT
54,9,8,9.0,RIGHT
55,0,0,-6.8313354770633525,DOWN
55,0,1,-6.479261641181503,DOWN
55,0,2,-6.088068490201669,DOWN
55,0,3,-5.65340943355741,DOWN
55,0,4,-5.170454926174901,DOWN
55,0,6,-4.037598674290001,DOWN
55,0,7,-3.3751096381,DOWN
55,0,8,-2.639010709,DOWN
55,0,9,-1.82112301,DOWN
55,1,0,-6.479261641181503,DOWN
55,1,1,-6.088068490201669,DOWN
55,1,2,-5.65340943355741,DOWN
55,1,3,-5.170454926174901,DOWN
55,1,4,-4.633838806861,DOWN
55,1,6,-3.3751096381,DOWN
55,1,7,-2.639010709,DOWN
55,1,8,-1.82112301,DOWN
55,1,9,-0.9123588999999999,DOWN
55,2,0,-6.088068490201669,RIGHT
55,2,1,-5.65340943355741,RIGHT
55,2,2,-5.170454926174901,RIGHT
55,2,3,-4.633838806861,RIGHT
55,2,4,-4.037598674290001,RIGHT
55,2,5,-3.3751096381,DOWN
55,2,6,-2.639010709,DOWN
55,2,7,-1.82112301,DOWN
55,2,8,-0.9123588999999999,DOWN
55,2,9,0.0973790000000001,DOWN
55,3,0,-6.479261641181503,UP
55,3,1,-6.088068490201669,UP
55,3,2,-5.65340943355741,UP
55,3,5,-2.639010709,DOWN
55,3,6,-1.82112301,DOWN
55,3,7,-0.9123588999999999,DOWN
55,3,8,0.0973790000000001,DOWN
55,3,9,1.2193100000000001,DOWN
55,4,0,-6.8313354770633525,UP
55,4,1,-6.479261641181503,UP
55,4,2,-6.088068490201669,UP
55,4,4,-2.639010709,RIGHT
55,4,5,-1.82112301,RIGHT
55,4,6,-0.9123588999999999,DOWN
55,4,7,0.0973790000000001,DOWN
55,4,8,1.2193100000000001,DOWN
55,4,9,2.4659,DOWN
55,5,6,0.0973790000000001,DOWN
55,5,7,1.2193100000000001,RIGHT
55,5,8,2.4659,DOWN
55,5,9,3.851,DOWN
55,6,0,-4.037598674290001,DOWN
55,6,1,-3.3751096381,DOWN
55,6,2,-2.639010709,RIGHT
55,6,3,-1.82112301,DOWN
55,6,4,-0.9123588999999999,DOWN
55,6,5,0.0973790000000001,DOWN
55,6,6,1.2193100000000001,DOWN
55,6,8,3.851,DOWN
55,6,9,5.39,DOWN
55,7,0,-3.3751096381,DOWN
55,7,1,-2.639010709,DOWN
55,7,3,-0.9123588999999999,DOWN
55,7,4,0.0973790000000001,DOWN
55,7,5,1.2193100000000001,DOWN
55,7,6,2.4659,DOWN
55,7,7,3.851,DOWN
55,7,8,5.39,DOWN
55,7,9,7.1,DOWN
55,8,0,-2.639010709,DOWN
55,8,1,-1.82112301,DOWN
55,8,2,-0.9123588999999999,DOWN
55,8,3,0.0973790000000001,DOWN
55,8,4,1.2193100000000001,DOWN
55,8,5,2.4659,DOWN
55,8,6,3.851,DOWN
55,8,7,5.39,DOWN
55,8,8,7.1,DOWN
55,8,9,9.0,DOWN
55,9,0,-1.82112301,RIGHT
55,9,1,-0.9123588999999999,RIGHT
55,9,2,0.0973790000000001,RIGHT
55,9,3,1.2193100000000001,RIGHT
55,9,4,2.4659,RIGHT
55,9,5,3.851,RIGHT
55,9,6,5.39,RIGHT
55,9,7,7.1,RIGHT
55,9,8,9.0,RIGHT
56,0,0,-6.8313354770633525,DOWN
56,0,1,-6.479261641181503,DOWN
56,0,2,-6.088068490201669,DOWN
56,0,3,-5.65340943355741,DOWN
56,0,4,-5.170454926174901,DOWN
56,0,6,-4.037598674290001,DOWN
56,0,7,-3.3751096381,DOWN
56,0,8,-2.639010709,DOWN
56,0,9,-1.82112301,DOWN
56,1,0,-6.479261641181503,DOWN
56,1,1,-6.088068490201669,DOWN
56,1,2,-5.65340943355741,DOWN
56,1,3,-5.170454926174901,DOWN
56,1,4,-4.633838806861,DOWN
56,1,6,-3.3751096381,DOWN
56,1,7,-2.639010709,DOWN
56,1,8,-1.82112301,DOWN
56,1,9,-0.9123588999999999,DOWN
56,2,0,-6.088068490201669,RIGHT
56,2,1,-5.65340943355741,RIGHT
56,2,2,-5.170454926174901,RIGHT
56,2,3,-4.633838806861,RIGHT
56,2,4,-4.037598674290001,RIGHT
56,2,5,-3.3751096381,DOWN
56,2,6,-2.639010709,DOWN
56,2,7,-1.82112301,DOWN
56,2,8,-0.9123588999999999,DOWN
56,2,9,0.0973790000000001,DOWN
56,3,0,-6.479261641181503,UP
56,3,1,-6.088068490201669,UP
56,3,2,-5.65340943355741,UP
56,3,5,-2.639010709,DOWN
56,3,6,-1.82112301,DOWN
56,3,7,-0.9123588999999999,DOWN
56,3,8,0.0973790000000001,DOWN
56,3,9,1.2193100000000001,DOWN
56,4,0,-6.8313354770633525,UP
56,4,1,-6.479261641181503,UP
56,4,2,-6.088068490201669,UP
56,4,4,-2.639010709,RIGHT
56,4,5,-1.82112301,RIGHT
56,4,6,-0.9123588999999999,DOWN
56,4,7,0.0973790000000001,DOWN
56,4,8,1.2193100000000001,DOWN
56,4,9,2.4659,DOWN
56,5,6,0.0973790000000001,DOWN
56,5,7,1.2193100000000001,RIGHT
56,5,8,2.4659,DOWN
56,5,9,3.851,DOWN
56,6,0,-4.037598674290001,DOWN
56,6,1,-3.3751096381,DOWN
56,6,2,-2.639010709,RIGHT
56,6,3,-1.82112301,DOWN
56,6,4,-0.9123588999999999,DOWN
56,6,5,0.0973790000000001,DOWN
56,6,6,1.2193100000000001,DOWN
56,6,8,3.851,DOWN
56,6,9,5.39,DOWN
56,7,0,-3.3751096381,DOWN
56,7,1,-2.639010709,DOWN
56,7,3,-0.9123588999999999,DOWN
56,7,4,0.0973790000000001,DOWN
56,7,5,1.2193100000000001,DOWN
56,7,6,2.4659,DOWN
56,7,7,3.851,DOWN
56,7,8,5.39,DOWN
56,7,9,7.1,DOWN
56,8,0,-2.639010709,DOWN
56,8,1,-1.82112301,DOWN
56,8,2,-0.9123588999999999,DOWN
56,8,3,0.0973790000000001,DOWN
56,8,4,1.2193100000000001,DOWN
56,8,5,2.4659,DOWN
56,8,6,3.851,DOWN
56,8,7,5.39,DOWN
56,8,8,7.1,DOWN
56,8,9,9.0,DOWN
56,9,0,-1.82112301,RIGHT
56,9,1,-0.9123588999999999,RIGHT
56,9,2,0.0973790000000001,RIGHT
56,9,3,1.2193100000000001,RIGHT
56,9,4,2.4659,RIGHT
56,9,5,3.851,RIGHT
56,9,6,5.39,RIGHT
56,9,7,7.1,RIGHT
56,9,8,9.0,RIGHT
57,0,0,-6.8313354770633525,DOWN
57,0,1,-6.479261641181503,DOWN
57,0,2,-6.088068490201669,DOWN
57,0,3,-5.65340943355741,DOWN
57,0,4,-5.170454926174901,DOWN
57,0,6,-4.037598674290001,DOWN
57,0,7,-3.3751096381,DOWN
57,0,8,-2.639010709,DOWN
57,0,9,-1.82112301,DOWN
57,1,0,-6.479261641181503,DOWN
57,1,1,-6.088068490201669,DOWN
57,1,2,-5.65340943355741,DOWN
57,1,3,-5.170454926174901,DOWN
57,1,4,-4.633838806861,DOWN
57,1,6,-3.3751096381,DOWN
57,1,7,-2.639010709,DOWN
57,1,8,-1.82112301,DOWN
57,1,9,-0.9123588999999999,DOWN
57,2,0,-6.088068490201669,RIGHT
57,2,1,-5.65340943355741,RIGHT
57,2,2,-5.170454926174901,RIGHT
57,2,3,-4.633838806861,RIGHT
57,2,4,-4.037598674290001,RIGHT
57,2,5,-3.3751096381,DOWN
57,2,6,-2.639010709,DOWN
57,2,7,-1.82112301,DOWN
57,2,8,-0.9123588999999999,DOWN
57,2,9,0.0973790000000001,DOWN
57,3,0,-6.479261641181503,UP
57,3,1,-6.088068490201669,UP
57,3,2,-5.65340943355741,UP
57,3,5,-2.639010709,DOWN
57,3,6,-1.82112301,DOWN
57,3,7,-0.9123588999999999,DOWN
57,3,8,0.0973790000000001,DOWN
57,3,9,1.2193100000000001,DOWN
57,4,0,-6.8313354770633525,UP
57,4,1,-6.479261641181503,UP
57,4,2,-6.088068490201669,UP
57,4,4,-2.639010709,RIGHT
57,4,5,-1.82112301,RIGHT
57,4,6,-0.9123588999999999,DOWN
57,4,7,0.0973790000000001,DOWN
57,4,8,1.2193100000000001,DOWN
57,4,9,2.4659,DOWN
57,5,6,0.0973790000000001,DOWN
57,5,7,1.2193100000000001,RIGHT
57,5,8,2.4659,DOWN
57,5,9,3.851,DOWN
57,6,0,-4.037598674290001,DOWN
57,6,1,-3.3751096381,DOWN
57,6,2,-2.639010709,RIGHT
57,6,3,-1.82112301,DOWN
57,6,4,-0.9123588999999999,DOWN
57,6,5,0.0973790000000001,DOWN
57,6,6,1.2193100000000001,DOWN
57,6,8,3.851,DOWN
57,6,9,5.39,DOWN
57,7,0,-3.3751096381,DOWN
57,7,1,-2.639010709,DOWN
57,7,3,-0.9123588999999999,DOWN
57,7,4,0.0973790000000001,DOWN
57,7,5,1.2193100000000001,DOWN
57,7,6,2.4659,DOWN
57,7,7,3.851,DOWN
57,7,8,5.39,DOWN
57,7,9,7.1,DOWN
57,8,0,-2.639010709,DOWN
57,8,1,-1.82112301,DOWN
57,8,2,-0.9123588999999999,DOWN
57,8,3,0.0973790000000001,DOWN
57,8,4,1.2193100000000001,DOWN
57,8,5,2.4659,DOWN
57,8,6,3.851,DOWN
57,8,7,5.39,DOWN
57,8,8,7.1,DOWN
57,8,9,9.0,DOWN
57,9,0,-1.82112301,RIGHT
57,9,1,-0.9123588999999999,RIGHT
57,9,2,0.0973790000000001,RIGHT
57,9,3,1.2193100000000001,RIGHT
57,9,4,2.4659,RIGHT
57,9,5,3.851,RIGHT
57,9,6,5.39,RIGHT
57,9,7,7.1,RIGHT
57,9,8,9.0,RIGHT
58,0,0,-6.8313354770633525,DOWN
58,0,1,-6.479261641181503,DOWN
58,0,2,-6.088068490201669,DOWN
58,0,3,-5.65340943355741,DOWN
58,0,4,-5.170454926174901,DOWN
58,0,6,-4.037598674290001,DOWN
58,0,7,-3.3751096381,DOWN
58,0,8,-2.639010709,DOWN
58,0,9,-1.82112301,DOWN
58,1,0,-6.479261641181503,DOWN
58,1,1,-6.088068490201669,DOWN
58,1,2,-5.65340943355741,DOWN
58,1,3,-5.170454926174901,DOWN
58,1,4,-4.633838806861,DOWN
58,1,6,-3.3751096381,DOWN
58,1,7,-2.639010709,DOWN
58,1,8,-1.82112301,DOWN
58,1,9,-0.9123588999999999,DOWN
58,2,0,-6.088068490201669,RIGHT
58,2,1,-5.65340943355741,RIGHT
58,2,2,-5.170454926174901,RIGHT
58,2,3,-4.633838806861,RIGHT
58,2,4,-4.037598674290001,RIGHT
58,2,5,-3.3751096381,DOWN
58,2,6,-2.639010709,DOWN
58,2,7,-1.82112301,DOWN
58,2,8,-0.9123588999999999,DOWN
58,2,9,0.0973790000000001,DOWN
58,3,0,-6.479261641181503,UP
58,3,1,-6.088068490201669,UP
58,3,2,-5.65340943355741,UP
58,3,5,-2.639010709,DOWN
58,3,6,-1.82112301,DOWN
58,3,7,-0.9123588999999999,DOWN
58,3,8,0.0973790000000001,DOWN
58,3,9,1.2193100000000001,DOWN
58,4,0,-6.8313354770633525,UP
58,4,1,-6.479261641181503,UP
58,4,2,-6.088068490201669,UP
58,4,4,-2.639010709,RIGHT
58,4,5,-1.82112301,RIGHT
58,4,6,-0.9123588999999999,DOWN
58,4,7,0.0973790000000001,DOWN
58,4,8,1.2193100000000001,DOWN
58,4,9,2.4659,DOWN
58,5,6,0.0973790000000001,DOWN
58,5,7,1.2193100000000001,RIGHT
58,5,8,2.4659,DOWN
58,5,9,3.851,DOWN
58,6,0,-4.037598674290001,DOWN
58,6,1,-3.3751096381,DOWN
58,6,2,-2.639010709,RIGHT
58,6,3,-1.82112301,DOWN
58,6,4,-0.9123588999999999,DOWN
58,6,5,0.0973790000000001,DOWN
58,6,6,1.2193100000000001,DOWN
58,6,8,3.851,DOWN
58,6,9,5.39,DOWN
58,7,0,-3.3751096381,DOWN
58,7,1,-2.639010709,DOWN
58,7,3,-0.9123588999999999,DOWN
58,7,4,0.0973790000000001,DOWN
58,7,5,1.2193100000000001,DOWN
58,7,6,2.4659,DOWN
58,7,7,3.851,DOWN
58,7,8,5.39,DOWN
58,7,9,7.1,DOWN
58,8,0,-2.639010709,DOWN
58,8,1,-1.82112301,DOWN
58,8,2,-0.9123588999999999,DOWN
58,8,3,0.0973790000000001,DOWN
58,8,4,1.2193100000000001,DOWN
58,8,5,2.4659,DOWN
58,8,6,3.851,DOWN
58,8,7,5.39,DOWN
58,8,8,7.1,DOWN
58,8,9,9.0,DOWN
58,9,0,-1.82112301,RIGHT
58,9,1,-0.9123588999999999,RIGHT
58,9,2,0.0973790000000001,RIGHT
58,9,3,1.2193100000000001,RIGHT
58,9,4,2.4659,RIGHT
58,9,5,3.851,RIGHT
58,9,6,5.39,RIGHT
58,9,7,7.1,RIGHT
58,9,8,9.0,RIGHT
59,0,0,-6.8313354770633525,DOWN
59,0,1,-6.479261641181503,DOWN
59,0,2,-6.088068490201669,DOWN
59,0,3,-5.65340943355741,DOWN
59,0,4,-5.170454926174901,DOWN
59,0,6,-4.037598674290001,DOWN
59,0,7,-3.3751096381,DOWN
59,0,8,-2.639010709,DOWN
59,0,9,-1.82112301,DOWN
59,1,0,-6.479261641181503,DOWN
59,1,1,-6.088068490201669,DOWN
59,1,2,-5.65340943355741,DOWN
59,1,3,-5.170454926174901,DOWN
59,1,4,-4.633838806861,DOWN
59,1,6,-3.3751096381,DOWN
59,1,7,-2.639010709,DOWN
59,1,8,-1.82112301,DOWN
59,1,9,-0.9123588999999999,DOWN
59,2,0,-6.088068490201669,RIGHT
59,2,1,-5.65340943355741,RIGHT
59,2,2,-5.170454926174901,RIGHT
59,2,3,-4.633838806861,RIGHT
59,2,4,-4.037598674290001,RIGHT
59,2,5,-3.3751096381,DOWN
59,2,6,-2.639010709,DOWN
59,2,7,-1.82112301,DOWN
59,2,8,-0.9123588999999999,DOWN
59,2,9,0.0973790000000001,DOWN
59,3,0,-6.479261641181503,UP
59,3,1,-6.088068490201669,UP
59,3,2,-5.65340943355741,UP
59,3,5,-2.639010709,DOWN
59,3,6,-1.82112301,DOWN
59,3,7,-0.9123588999999999,DOWN
59,3,8,0.0973790000000001,DOWN
59,3,9,1.2193100000000001,DOWN
59,4,0,-6.8313354770633525,UP
59,4,1,-6.479261641181503,UP
59,4,2,-6.088068490201669,UP
59,4,4,-2.639010709,RIGHT
59,4,5,-1.82112301,RIGHT
59,4,6,-0.9123588999999999,DOWN
59,4,7,0.0973790000000001,DOWN
59,4,8,1.2193100000000001,DOWN
59,4,9,2.4659,DOWN
59,5,6,0.0973790000000001,DOWN
59,5,7,1.2193100000000001,RIGHT
59,5,8,2.4659,DOWN
59,5,9,3.851,DOWN
59,6,0,-4.037598674290001,DOWN
59,6,1,-3.3751096381,DOWN
59,6,2,-2.639010709,RIGHT
59,6,3,-1.82112301,DOWN
59,6,4,-0.9123588999999999,DOWN
59,6,5,0.0973790000000001,DOWN
59,6,6,1.2193100000000001,DOWN
59,6,8,3.851,DOWN
59,6,9,5.39,DOWN
59,7,0,-3.3751096381,DOWN
59,7,1,-2.639010709,DOWN
59,7,3,-0.9123588999999999,DOWN
59,7,4,0.0973790000000001,DOWN
59,7,5,1.2193100000000001,DOWN
59,7,6,2.4659,DOWN
59,7,7,3.851,DOWN
59,7,8,5.39,DOWN
59,7,9,7.1,DOWN
59,8,0,-2.639010709,DOWN
59,8,1,-1.82112301,DOWN
59,8,2,-0.9123588999999999,DOWN
59,8,3,0.0973790000000001,DOWN
59,8,4,1.2193100000000001,DOWN
59,8,5,2.4659,DOWN
59,8,6,3.851,DOWN
59,8,7,5.39,DOWN
59,8,8,7.1,DOWN
59,8,9,9.0,DOWN
59,9,0,-1.82112301,RIGHT
59,9,1,-0.9123588999999999,RIGHT
59,9,2,0.0973790000000001,RIGHT
59,9,3,1.2193100000000001,RIGHT
59,9,4,2.4659,RIGHT
59,9,5,3.851,RIGHT
59,9,6,5.39,RIGHT
59,9,7,7.1,RIGHT
59,9,8,9.0,RIGHT
60,0,0,-6.8313354770633525,DOWN
60,0,1,-6.479261641181503,DOWN
60,0,2,-6.088068490201669,DOWN
60,0,3,-5.65340943355741,DOWN
60,0,4,-5.170454926174901,DOWN
60,0,6,-4.037598674290001,DOWN
60,0,7,-3.3751096381,DOWN
60,0,8,-2.639010709,DOWN
60,0,9,-1.82112301,DOWN
60,1,0,-6.479261641181503,DOWN
60,1,1,-6.088068490201669,DOWN
60,1,2,-5.65340943355741,DOWN
60,1,3,-5.170454926174901,DOWN
60,1,4,-4.633838806861,DOWN
60,1,6,-3.3751096381,DOWN
60,1,7,-2.639010709,DOWN
60,1,8,-1.82112301,DOWN
60,1,9,-0.9123588999999999,DOWN
60,2,0,-6.088068490201669,RIGHT
60,2,1,-5.65340943355741,RIGHT
60,2,2,-5.170454926174901,RIGHT
60,2,3,-4.633838806861,RIGHT
60,2,4,-4.037598674290001,RIGHT
60,2,5,-3.3751096381,DOWN
60,2,6,-2.639010709,DOWN
60,2,7,-1.82112301,DOWN
60,2,8,-0.9123588999999999,DOWN
60,2,9,0.0973790000000001,DOWN
60,3,0,-6.479261641181503,UP
60,3,1,-6.088068490201669,UP
60,3,2,-5.65340943355741,UP
60,3,5,-2.639010709,DOWN
60,3,6,-1.82112301,DOWN
60,3,7,-0.9123588999999999,DOWN
60,3,8,0.0973790000000001,DOWN
60,3,9,1.2193100000000001,DOWN
60,4,0,-6.8313354770633525,UP
60,4,1,-6.479261641181503,UP
60,4,2,-6.088068490201669,UP
60,4,4,-2.639010709,RIGHT
60,4,5,-1.82112301,RIGHT
60,4,6,-0.9123588999999999,DOWN
60,4,7,0.0973790000000001,DOWN
60,4,8,1.2193100000000001,DOWN
60,4,9,2.4659,DOWN
60,5,6,0.0973790000000001,DOWN
60,5,7,1.2193100000000001,RIGHT
60,5,8,2.4659,DOWN
60,5,9,3.851,DOWN
60,6,0,-4.037598674290001,DOWN
60,6,1,-3.3751096381,DOWN
60,6,2,-2.639010709,RIGHT
60,6,3,-1.82112301,DOWN
60,6,4,-0.9123588999999999,DOWN
60,6,5,0.0973790000000001,DOWN
60,6,6,1.2193100000000001,DOWN
60,6,8,3.851,DOWN
60,6,9,5.39,DOWN
60,7,0,-3.3751096381,DOWN
60,7,1,-2.639010709,DOWN
60,7,3,-0.9123588999999999,DOWN
60,7,4,0.0973790000000001,DOWN
60,7,5,1.2193100000000001,DOWN
60,7,6,2.4659,DOWN
60,7,7,3.851,DOWN
60,7,8,5.39,DOWN
60,7,9,7.1,DOWN
60,8,0,-2.639010709,DOWN
60,8,1,-1.82112301,DOWN
60,8,2,-0.9123588999999999,DOWN
60,8,3,0.0973790000000001,DOWN
60,8,4,1.2193100000000001,DOWN
60,8,5,2.4659,DOWN
60,8,6,3.851,DOWN
60,8,7,5.39,DOWN
60,8,8,7.1,DOWN
60,8,9,9.0,DOWN
60,9,0,-1.82112301,RIGHT
60,9,1,-0.9123588999999999,RIGHT
60,9,2,0.0973790000000001,RIGHT
60,9,3,1.2193100000000001,RIGHT
60,9,4,2.4659,RIGHT
60,9,5,3.851,RIGHT
60,9,6,5.39,RIGHT
60,9,7,7.1,RIGHT
60,9,8,9.0,RIGHT
61,0,0,-6.8313354770633525,DOWN
61,0,1,-6.479261641181503,DOWN
61,0,2,-6.088068490201669,DOWN
61,0,3,-5.65340943355741,DOWN
61,0,4,-5.170454926174901,DOWN
61,0,6,-4.037598674290001,DOWN
61,0,7,-3.3751096381,DOWN
61,0,8,-2.639010709,DOWN
61,0,9,-1.82112301,DOWN
61,1,0,-6.479261641181503,DOWN
61,1,1,-6.088068490201669,DOWN
61,1,2,-5.65340943355741,DOWN
61,1,3,-5.170454926174901,DOWN
61,1,4,-4.633838806861,DOWN
61,1,6,-3.3751096381,DOWN
61,1,7,-2.639010709,DOWN
61,1,8,-1.82112301,DOWN
61,1,9,-0.9123588999999999,DOWN
61,2,0,-6.088068490201669,RIGHT
61,2,1,-5.65340943355741,RIGHT
61,2,2,-5.170454926174901,RIGHT
61,2,3,-4.633838806861,RIGHT
